-0.12644918	-0.15961966	-0.080979824	-0.013864382	0.08452448	-0.10656941	0.1013136	0.041930392	-0.032673392	-0.09536927	-0.1578118	-0.07681947	0.06450922	0.08839979	0.07641756	0.047127586
-0.041937325	0.0015339266	-0.007322711	0.03050374	0.038479052	-0.014901168	0.035436016	0.0015246869	-0.018365687	0.035133775	-0.1414099	0.01752735	0.050356567	0.05409932	-0.015158402	0.00885771
-0.042450525	0.01211892	0.07651134	0.044332366	-0.05261723	0.04293551	-0.0216587	-0.04193862	0.038932104	0.008377095	-0.020555252	0.0014030919	-0.046269197	0.031303138	-0.007044029	-0.017162977
-0.044377822	-0.074457295	-0.045611463	0.031057732	-0.029625421	-0.0051920856	0.08849913	0.06702396	-0.046574466	-0.02123568	-0.105471626	0.041515026	0.01582414	0.08394605	-0.013812639	0.013557752
-0.21825807	-0.13474223	-0.057876512	0.025977036	0.029997377	-0.019163812	0.09424894	0.06240984	-0.003973781	-0.10661459	-0.22218722	-0.08200417	0.13925546	0.1993651	0.09110102	0.084296845
-0.0034417228	0.059481174	0.05792134	0.13309725	-0.07834298	0.051814716	0.016456489	-0.049392115	0.043292042	0.035841383	-0.062450256	0.093693465	-0.054324392	0.03075835	-0.014375565	-0.08701122
-0.03487406	0.0279527	0.10894379	0.0048865792	-0.046449795	0.04281792	0.04929124	-0.06174731	0.037159473	0.061139558	-0.09419889	0.052301012	-0.0008575092	-0.0079922285	-0.02774381	-0.038253367
-0.13435449	-0.08798024	-0.012624131	0.014293096	0.050244555	-0.00799672	0.057981487	0.03617928	-0.023015827	-0.008234433	-0.1885606	-0.03384413	0.062140148	0.111339346	0.049175903	0.03804278
-0.13750824	-0.12081469	-0.08942934	0.04189731	-0.011930798	-0.048867512	0.083484925	0.035984162	-0.011480553	-0.07391653	-0.15811983	0.000683443	0.13612488	0.1460594	0.072196685	0.03941249
0.048330072	0.01716104	0.02776629	0.03865914	-0.0769495	0.09136506	0.03681964	-0.052284263	0.007645259	0.071505435	-0.050705038	0.014947017	-0.06859768	-0.013923968	-0.11242224	-0.012732988
-0.111617655	-0.0050951946	0.009182827	0.10419023	-0.00898345	0.09788363	0.035002984	-0.04844747	-0.009056934	-0.020457504	-0.06687086	0.053769775	0.015415653	0.06710359	-0.03647212	-0.044663683
-0.011667931	-0.05065061	-0.02952342	-0.04138082	0.03846211	-0.02936208	0.05308615	0.028809454	-0.033204585	-0.05237638	-0.059789114	-0.04048947	0.038322605	0.029676575	0.055117015	0.04183509
-0.06483109	0.060914587	0.073400386	0.041383173	-0.048173543	-0.017662546	0.038538065	0.024427947	-0.050230753	-0.0020757834	-0.028318707	0.036131013	-0.057427343	-0.005102575	-0.019619234	-0.02534448
-0.009181945	0.08203631	0.09917793	-0.017542649	-0.07341603	0.06636863	-0.019278899	0.019011388	0.03718712	0.06547238	-0.06992203	-0.032866187	-0.078302406	-0.026573638	-0.08969563	-0.0023144877
-0.16166611	-0.12419162	-0.094614156	-0.08182165	0.120859064	-0.039621055	0.10012433	0.09572802	-0.04631632	-0.0799178	-0.14802016	-0.12562805	0.10840293	0.08025129	0.036107935	0.14495552
-0.03675557	0.057262067	0.037593815	0.035277344	-0.010956013	0.09023685	0.023558468	-0.024603825	-0.014063078	0.060206614	-0.0684395	0.046454348	-0.07861866	-0.045384623	-0.08376122	-0.051836114
0.04034084	-0.010562826	0.07962298	0.03810984	0.0022316533	0.06323195	0.050360095	-0.028377252	-0.020150842	-0.0021556076	-0.045472458	0.010197529	-0.055778913	-0.0152953565	-0.0152533855	-0.05430898
0.026272617	0.0916885	0.08942313	0.08237511	-0.03757102	-0.00964648	-0.12033792	-0.04316092	0.016640965	0.11569032	0.06587861	0.027094083	-0.12586592	-0.07612388	-0.11407251	-0.10257295
-0.05417068	-0.024393154	0.039491713	0.064982295	-0.0023369729	0.04609626	0.039642073	-0.03127499	0.020807689	7.1531904e-06	-0.090878956	0.044006515	-0.0004082843	0.0030545644	-0.06776029	-0.05975808
-0.131552	-0.041187406	-0.056514453	0.16940884	2.1305215e-05	0.035630655	0.07943471	0.021116393	0.011133668	-0.0529703	-0.107999496	0.09501219	0.059997093	0.0920165	0.021259729	-0.01590266
0.062051304	0.04596938	0.13083291	0.00018683127	-0.01680908	-0.00674019	-0.052388117	0.020686774	0.010985976	0.080062464	0.052526567	-0.004225379	-0.03837307	-0.102693655	-0.06913735	0.004000617
-0.14894031	-0.07423564	-0.0047050472	0.08058285	-0.018600237	-0.07701536	0.100141175	0.07309743	-0.020370718	-0.0725831	-0.069475956	-0.02327774	0.11821978	0.05017459	0.03293587	0.014494434
0.0010562069	0.09505983	0.07435506	0.09069789	-0.11003878	0.009496394	-0.004842371	-0.0875619	0.025546756	0.028476287	-0.005241237	0.060739446	-0.059555106	-0.05973898	-0.06583868	-0.06433337
-0.17075875	-0.1411236	-0.061001234	-0.052547973	0.06744809	-0.07905261	0.101613045	0.13014463	-0.083456226	-0.06285182	-0.12904713	-0.10585909	0.14930163	0.11647841	0.027343227	0.101430364
-0.026087092	0.029804984	0.07076247	0.10797154	-0.09812716	0.07719514	-0.04710638	-0.079237506	0.032109704	0.0742246	-0.044850778	0.05510086	-0.06544907	-0.06390881	-0.082473956	-0.030259706
-0.019112058	0.08940802	0.0818201	0.08755733	-0.028295837	-0.028266342	0.006597295	0.015271161	-0.03940449	0.08122131	0.07365147	0.09637238	-0.071460955	-0.054235928	-0.09058634	-0.019462712
-0.024318945	0.06686612	0.10436192	-0.017977191	-0.0055305418	-0.022502737	-0.059806123	-0.0033629066	0.024474025	0.009494956	-2.638431e-05	-0.043335624	-0.061533652	-0.017390864	-0.043319702	-0.0010581798
-0.12522928	-0.006126119	-0.020361967	0.13488133	-0.022014145	-0.0022652044	0.043205746	0.033801068	-0.005482514	-0.011546208	-0.06369203	0.01832412	0.048094258	0.03450461	0.019259775	-0.0013824949
0.07756673	0.068826385	0.13785818	0.14606425	-0.10632419	0.10054095	-0.079233296	-0.12634905	0.09340477	0.12757094	-0.005764092	0.098171316	-0.0807846	-0.04353787	-0.07184865	-0.075165406
-0.13824669	-0.14439556	-0.06736267	0.085535035	0.053694252	-0.029743146	0.09868735	0.029808724	-0.01611472	-0.055073548	-0.112893246	0.069632895	0.06842804	0.18243203	0.019350031	-0.032577258
